,Category,Message
3175,1,Havent still waitin as usual... ÌÏ come back sch oredi?
3176,1,In meeting da. I will call you
3177,1,K k :-):-) then watch some films.
3178,1,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
3179,1,There the size of elephant tablets & u shove um up ur ass!!
3180,1,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
3181,1,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
3182,1,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. 
3183,1,Good morning pookie pie! Lol hope I didn't wake u up
3184,1,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
3185,1,Happy birthday to you....dear.with lots of love.rakhesh NRI
3186,1,Howz that persons story
3188,1,X2  &lt;#&gt; . Are you going to get that
3189,1,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning
3191,1,Is ur paper today in e morn or aft?
3192,1,I will lick up every drop :) are you ready to use your mouth as well?
3193,1,And you! Will expect you whenever you text! Hope all goes well tomo 
3194,1,Great. P diddy is my neighbor and comes for toothpaste every morning
3195,1,"I av a new number,  . Wil u only use this one,ta."
3196,1,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.
3197,1,7 lor... Change 2 suntec... Wat time u coming?
3198,1,No de.am seeing in online shop so that i asked.
3199,1,Just curious because my cuz asked what I was up to
3200,1,Nice.nice.how is it working?
3201,1,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
3202,1,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
3203,1,She's good. How are you. Where r u working now
3204,1,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
3205,1,At home also.
3206,1,This phone has the weirdest auto correct.
3207,1,Oops my phone died and I didn't even know. Yeah I like it better.
3208,1,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?
3209,1,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
3210,1,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
3211,1,We got a divorce. Lol. She.s here
3212,1,What's ur pin?
3213,1,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
3214,1,I want snow. It's just freezing and windy.
3216,1,Come to mahal bus stop.. &lt;DECIMAL&gt;
3217,1,Don know:)this week i'm going to tirunelvai da.
3218,1,Me too baby! I promise to treat you well! I bet you will take good care of me...
3219,1,Its like that hotel dusk game i think. You solve puzzles in a area thing
3221,1,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
3222,1,Well that must be a pain to catch
3223,1,Sorry da thangam.it's my mistake.
3224,1,I need... Coz i never go before 
3225,1,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
3226,1,Wife.how she knew the time of murder exactly
3229,1,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
3230,1,No plm i will come da. On the way.
3231,1,Guess he wants alone time. We could just show up and watch when they do..
3232,1,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
3233,1,Yup Ì_ not comin :-(
3234,1,"Yes, princess. Toledo."
3235,1,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
3236,1,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
3237,1,Good. No swimsuit allowed :)
3238,1,Am okay. Will soon be over. All the best
3239,1,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd
3240,1,Ok i've sent u da latest version of da project.
3241,1,Good Morning my Dear........... Have a great &amp; successful day.
3242,1,Pls accept me for one day. Or am begging you change the number.
3243,1,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
3244,1,"Its ok, if anybody asks abt me, u tel them..:-P"
3245,1,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
3246,1,* You gonna ring this weekend or wot?
3247,1,Also track down any lighters you can find
3248,1,"Sorry, I can't help you on this."
3249,1,"Babe, I need your advice"
3250,1,"IÛ÷ll leave around four, ok?"
3251,1,Come to medical college at 7pm ......forward it da
3252,1,K:)k..its good:)when are you going?
3253,1,I can make lasagna for you... vodka...
3254,1,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
3255,1,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
3256,1,"No, but you told me you were going, before you got drunk!"
3257,1,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
3259,1,I'm always looking for an excuse to be in the city.
3260,1,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
3261,1,O shore are you takin the bus
3262,1,So u gonna get deus ex?
3263,1,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
3265,1,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
3266,1,Ok then i come n pick u at engin?
3267,1,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
3268,1,Raviyog Peripherals bhayandar east
3269,1,K actually can you guys meet me at the sunoco on howard? It should be right on the way
3271,1,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
3272,1,Just finished eating. Got u a plate. NOT leftovers this time.
3273,1,Thanx a lot...
3274,1,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
3275,1,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
3276,1,Its a great day. Do have yourself a beautiful one.
3277,1,What happened in interview?
3278,1,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
3279,1,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
3280,1,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... 
3281,1,Hey you around? I've got enough for a half + the ten I owe you
3282,1,Hey tmr maybe can meet you at yck
3283,1,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
3284,1,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
3285,1,Not to worry. I'm sure you'll get it.
3286,1,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
3289,1,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
3290,1,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit"""
3291,1,Dear good morning how you feeling dear
3292,1,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
3293,1,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
3294,1,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
3295,1,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
3298,1,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
3299,1,Just do what ever is easier for you
3301,1,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
3302,1,"It'll be tough, but I'll do what I have to"
3303,1,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
3304,1,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
3305,1,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
3306,1,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
3307,1,But i'm surprised she still can guess right lor...
3308,1,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
3309,1,Oh ho. Is this the first time u use these type of words
3310,1,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
3311,1,I know you are serving. I mean what are you doing now.
3312,1,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
3313,1,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
3315,1,I know girls always safe and selfish know i got it pa. Thank you. good night.
3316,1,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
3317,1,I'm freezing and craving ice. Fml
3318,1,Kay... Since we are out already 
3319,1,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
3320,1,Yo im right by yo work
3321,1,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
3322,1,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
3323,1,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
3324,1,Nope... Juz off from work...
3325,1,Huh so fast... Dat means u havent finished painting?
3326,1, what number do u live at? Is it 11?
3327,1,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
3328,1,Sac will score big hundred.he is set batsman:-)
3329,1,Send me yetty's number pls.
3330,1,How much it will cost approx . Per month.
3331,1,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
3333,1,"That's fine, have him give me a call if he knows what he wants or has any questions"
